,text
349,. soon to close 2015 green proving ground. http://bit.ly/1qm6nz5 
350,how to compare federal employee health benefit plans & choose the one best for you #fehb #fedwebcast [learn more: http://bit.ly/1xobtdy ]
351,. soon to close 2015 green proving ground. http://bit.ly/1t0eaxq 
352,. soon to close 2015 green proving ground. http://bit.ly/1xjvx8t 
353,hamm tapped for new fedsim director http://dlvr.it/7nmxbj 
354,"the fehb program affects 8.2 million fed employees, retirees & family members. know your benefits. #fedwebcast http://bit.ly/1udttsc "
355,hagel says congressional partnership key to future brac round http://dlvr.it/7nktkv 
356,. soon to close 2015 green proving ground. http://bit.ly/1p7nvbs 
357,charm offensive: senate intel leaders push for us chamber's help on cyber bill http://dlvr.it/7mrqpd 
358,recent white house cyber breach one example of 'daily' attacks http://dlvr.it/7mnkvq 
359,. soon to close 2015 green proving ground. http://bit.ly/13douh6 
360,do you know about the new federal employee health benefit features & plan details? #fehb #fedwebcast [learn more: http://bit.ly/1td6ip1 ]
361,feds give  devices an ok to handle classified data.  http://bit.ly/1zgwaog 
362,ig for  accused of watering down reports. http://bit.ly/1ygtqvj 
363,find out how  is reforming tech acquisition. http://www.federaltimes.com/article/20141028/acq03/310280024/dod-accelerates-tech-acquisition-initiatives …
364,. soon to close 2015 green proving ground. http://bit.ly/10wxywl 
365,feds give  devices an ok to handle classified data.  http://bit.ly/1nkdrhl 
366,the 2015 fehb open season is 2 weeks away -- do you know how to get the most out of your plan?  #fedwebcast http://bit.ly/1nkxbxe 
367,feds give  devices an ok to handle classified data.  http://bit.ly/zsrk7o 
368,ig for  accused of watering down reports. http://bit.ly/1t5oahb 
369,feds give  devices an ok to handle classified data.  http://bitly.com/zri8qc 
370,ig for  accused of watering down reports. http://bitly.com/1zrjzqu 
371,protests delay implementation of sewp v contracts http://dlvr.it/7jbcqd 
372,id management secondary focus of executive order http://dlvr.it/7jvwfw 
373,feds give  devices an ok to handle classified data.  http://bit.ly/1rstmsw 
374,ig for  accused of watering down reports. http://bit.ly/1swrabe 
375,investigative reporter to join ftc as chief technologist http://dlvr.it/7j4jnv 
376,remaining cdm solicitations delayed to december and beyond http://dlvr.it/7j3jyx 
377,feds give  devices an ok to handle classified data.  http://bit.ly/1zlcico 
378,coburn 'wastebook' finds $25 billion in questionable agency spending http://dlvr.it/7hwm8f 
379,"the average premium is going up 3.2 percent, while the average employee contribution is 3.8 percent "
380,samsung galaxy devices approved for classified use http://dlvr.it/7hrtxc 
381,federal retirees to get 1.7 percent cost-of-living increase in 2015 http://dlvr.it/7hnxdq 
382,"new roles at doj show cybersecurity, espionage focus http://dlvr.it/7gzsr8 "
383,noaa employee indicted on theft of sensitive infrastructure data http://dlvr.it/7gw3m8 
384,"its easy to steal things at gsa hq, report says http://dlvr.it/7gpzpd "
385,climate change and the future of defense.  http://bit.ly/1ypynoi 
386,agencies must improve payment card security by year end http://dlvr.it/7dzgtz 
387,"one team, one fight in cybersecurity http://dlvr.it/7dwjmv "
388,'operation deathclick' targets defense contractors http://dlvr.it/7dvfxd 
389,climate change and the future of defense.  http://bit.ly/1vmlobs 
390,tsa chief announces retirement http://dlvr.it/7dlsm1 
391,icymi: is va's new firing authority the next civil service reform? http://bit.ly/1cpz88e 
392,va secretary: i'm 'aggressively' firing problem employees http://bit.ly/1vw1zxw 
393,"#defense employees less happy with bosses, leadership http://bit.ly/1dblw9n "
394,climate change and the future of defense.  http://bit.ly/1dazoff 
395,dod releases climate change adaptation plan http://dlvr.it/7bkbfh 
396,va announces $22.3b it services contract http://dlvr.it/79dqsk 
397,most dangerous #federal #jobs: postal service tops list http://bit.ly/1sneeei 
398,is va's new firing authority the next civil service reform? http://bit.ly/1vwqafe 
399,. survey: younger federal employees don't believe their agencies reward creativity & innovation http://bit.ly/1rj7vff 
400,director of the  steps down. http://bit.ly/1ndvdjy 
401,survey: young feds frustrated with career opportunities http://dlvr.it/787b8t 
402,icymi: obama should consider dc police chief to lead the secret service http://bit.ly/1bsrqci 
403,the  awarded the 1st ffrdc contract designed specifically to enhance the nation's #cybersecurity. http://bit.ly/1ymuncp 
404,federal health insurance premiums to grow 3.2 percent http://dlvr.it/77bsl0 
405,"twitter files first amendment lawsuit against doj, fbi http://dlvr.it/77zsjh "
406,groups named for first federally-funded cybersecurity research center http://dlvr.it/77tjvc 
407,procurement official at  accused of ethics violations by ig. http://bit.ly/1xjha1a 
408,opm cuts retirement application backlog again http://dlvr.it/76xrsg 
409, is federal firefighter pay too low? has previous reform made it worse? join the discussion! http://lnkd.in/dijvn-i 
410,director of the  steps down. http://bit.ly/1s1nffk 
411,procurement official at  accused of ethics violations by ig. http://bit.ly/1rpajpn 
412,director of the  steps down. http://bit.ly/1pcl0am 
413,procurement official at  accused of ethics violations by ig. http://bit.ly/1s0lttt 
414,procurement official at  accused of ethics violations by ig. http://bit.ly/1rryzhm 
415,. to give military cloud procurement powers in major policy shift. http://bit.ly/1yc2qyx 
416,director of the  steps down. http://bit.ly/zyk8o3 
417,redefining innovation at . http://bit.ly/1r3bv59 
418,gsa brings car-sharing to agencies http://dlvr.it/74yz63 
419,nsf awards $31m to build better cyber infrastructure http://dlvr.it/74xspg 
420,omb sets standard metrics for grants and awards http://dlvr.it/74vywz 
421,procurement official at  accused of ethics violations by ig. http://bit.ly/1roumgz 
422,director of the  steps down. http://bit.ly/1mslyio 
423,. to give military cloud procurement powers in major policy shift. http://bit.ly/1tiggtl 
424,"""you don't save by closing a data center. you save by rationalizing your apps/systems."" jeremy hiers  http://bit.ly/13nuxnx "
425,'fedramp forward' plans next two years of cloud authorization http://dlvr.it/7sxncw 
426,dod releases new federated cloud procurement policy http://dlvr.it/7sxmdq 
427,major it reform to have 'immediate effect' on feds http://dlvr.it/7sxm4p 
428,ibm's watson to help va manage health records http://dlvr.it/7sxkzh 
429,small business innovation incubator opens in crystal city http://dlvr.it/7sxl8z 
430,the  & partners hope to have a nationwide telecom portfolio in place by 2020 [whitepaper: http://bit.ly/1wid0qt ]
431,'fedramp forward' plans next two years of cloud authorization http://dlvr.it/7rpfsn 
432,dod releases new federated cloud procurement policy http://dlvr.it/7rjxjs 
433,what's the worst place to work in government?  http://bit.ly/1bwdsjg 
434,ofpp's anne rung on simplifying federal procurement.  http://bit.ly/1gndxpv pic.twitter.com/fjpedbvvuu
435,small business innovation incubator opens in crystal city http://dlvr.it/7rfwsy 
436,ibm's watson to help va manage health records http://dlvr.it/7rdjpz 
437,"2014 fisma reduces paperwork, codifies management structure http://dlvr.it/7rctfz "
438,"""virtualization is a big tool. you reduce physical footprint & avoid licensing."" mark benjapathmongkol  http://bit.ly/16pnckq "
439,". trusts some data to , a first. http://bit.ly/1abt5sv "
440,new campus to centralize cybersecurity workforce http://dlvr.it/7qjnts 
441,basement fire sends opm staff home monday http://dlvr.it/7qhlrp 
442,gsa developing vendor it security assessments http://dlvr.it/7qfw0p 
443,ofpp's anne rung on simplifying federal procurement.  http://bit.ly/1axj18c pic.twitter.com/ozn4sdi2jb
444,the government is drafting ambitious plans to transition to next-gen telecom & network services [whitepaper: http://bit.ly/1gn3sss ]
445,". trusts some data to , a first. http://bit.ly/1bcemiw "
446,what's the worst place to work in government?  http://bit.ly/1ipln3k 
447,ofpp's anne rung on simplifying federal procurement.  http://bit.ly/1snosz4 pic.twitter.com/yn2astkdbv
448,". trusts some data to , a first. http://bit.ly/1a1gmjg "
449,what the ndaa means for feds http://dlvr.it/7pmtgs 
450,major it reform pending with ndaa vote http://dlvr.it/7pkcsv 
451,the #army has been aggressively cleaning house when it comes to data center consolidation [whitepaper http://bit.ly/1xaohn2 ]
452,house approves $1 trillion spending package http://dlvr.it/7pcllf 
453,"funding bill passes house, shutdown still looms http://dlvr.it/7nxw33 "
454,". trusts some data to , a first. http://bit.ly/1vhrdop "
455,self-plus-one fed health care option closer to happening. http://bit.ly/1zus0w1 
456,what's the worst place to work in government?  http://bit.ly/1yckyb9 
457,gsa: what's new in payment cards? http://dlvr.it/7njtyg 
458,7 senators to consider for a 'cyber caucus' http://dlvr.it/7ngqmm 
459,what network services 2020 & global network services will mean for you [whitepaper: http://bit.ly/1qwtwxc ]
460,feds give agencies c-plus on digital strategy http://dlvr.it/7n9mfc 
461,"since the fdcci was launched 4yrs ago, it managers have met obstacles, successes & lessons learned [whitepaper http://bit.ly/1gayjh4 ]"
462,darpa sees future of cybersecurity in transparent computing http://dlvr.it/7m8f7f 
463,the 2015 fehb open season ends today -- do you know how to get the most out of your plan?  #fedwebcast http://bit.ly/1scsnhe 
464,new doj cybersecurity unit to advise on internet crime http://dlvr.it/7m5z6l 
465,fed healthcare choices: watch free on-demand webcast. http://bit.ly/12xco0l 
466,"breskin on federal health, tricare, medicare. http://bit.ly/12wglxk pic.twitter.com/7abh22sgop"
467,self-plus-one fed health care option closer to happening. http://bit.ly/1yftibk 
468,self-plus-one fed health care option closer to happening. http://bit.ly/1a4epwo 
469,"breskin on federal health, tricare, medicare. http://bit.ly/1yx9ray pic.twitter.com/x4tnwyxd6v"
470,fed health expert walt francis answers your questions. http://bit.ly/1u3uqp9 pic.twitter.com/swolntqagq
471,fed healthcare choices: watch free on-demand webcast. http://bit.ly/1w0ki3b 
472,self-plus-one fed health care option closer to happening. http://bit.ly/1axzu8u 
473,bug in ibm mobile device manager opens critical security gap http://dlvr.it/7kqkz2 
474,ig: dod failed to execute cloud policy http://dlvr.it/7kp5cc 
475,dod management reorganized in defense authorization bill http://dlvr.it/7kkxng 
476,"breskin on federal health, tricare, medicare. http://bit.ly/1rwzmjf pic.twitter.com/ejpmebo6o1"
477,self-plus-one fed health care option closer to happening. http://bit.ly/1cjwjer 
478,agriculture research centers connecting to high-speed network http://dlvr.it/7kghsw 
479,"disa shifts cloud focus to security, integration http://dlvr.it/7kgc7z "
480,'leading edge tech' focus of gsa online survey http://dlvr.it/7kfrx0 
481,fed health expert walt francis answers your questions. http://bit.ly/11zhvaw pic.twitter.com/zjoih4lelq
482,"breskin on federal health, tricare, medicare. http://bit.ly/1ymuruq pic.twitter.com/7e8ezp62in"
483,lawmakers strike deal on sweeping it reform bill http://dlvr.it/7jpgmp 
484,"disa shifts cloud focus to security, integration http://dlvr.it/7jfjgs "
485,fed healthcare choices: watch free on-demand webcast. http://bit.ly/1vlbqsg 
486,"feds developing plan for crowdsourcing, citizen science http://dlvr.it/7jctpy "
487,do you know about the new federal employee health benefit features & plan details? #fehb #fedwebcast [learn more: http://bit.ly/1tavadf ]
488,fed healthcare choices: watch free on-demand webcast. http://bit.ly/1hsz1fm 
489,"breskin on federal health, tricare, medicare. http://bit.ly/1tdb1ot pic.twitter.com/uhkzrido01"
490,video: bcbs walt francis on fed health options.  http://bit.ly/1treduz 
491,"breskin on federal health, tricare, medicare. http://bit.ly/1rimojw pic.twitter.com/mk8a4eidxv"
492,"the fehb program affects 8.2 million fed employees, retirees & family members. know your benefits. #fedwebcast http://bit.ly/1crpihm "
